"Date","variable","value"
"2018-06-02","SPY",258.867554
"2018-06-03","SPY",258.867554
"2018-06-04","SPY",260.097504
"2018-06-05","SPY",260.286804
"2018-06-06","SPY",262.462921
"2018-06-07","SPY",262.434509
"2018-06-08","SPY",263.210358
"2018-06-09","SPY",263.210358
"2018-06-10","SPY",263.210358
"2018-06-11","SPY",263.560455
"2018-06-12","SPY",263.901062
"2018-06-13","SPY",263.058929
"2018-06-14","SPY",263.721283
"2018-06-15","SPY",263.384796
"2018-06-16","SPY",263.384796
"2018-06-17","SPY",263.384796
"2018-06-18","SPY",262.84314
"2018-06-19","SPY",261.835693
"2018-06-20","SPY",262.282379
"2018-06-21","SPY",260.638153
"2018-06-22","SPY",261.113373
"2018-06-23","SPY",261.113373
"2018-06-24","SPY",261.113373
"2018-06-25","SPY",257.558838
"2018-06-26","SPY",258.12912
"2018-06-27","SPY",255.990707
"2018-06-28","SPY",257.454346
"2018-06-29","SPY",257.824951
"2018-06-30","SPY",257.824951
"2018-07-01","SPY",257.824951
"2018-07-02","SPY",258.376221
"2018-07-03","SPY",257.463776
"2018-07-04","SPY",257.463776
"2018-07-05","SPY",259.564209
"2018-07-06","SPY",261.759613
"2018-07-07","SPY",261.759613
"2018-07-08","SPY",261.759613
"2018-07-09","SPY",264.116669
"2018-07-10","SPY",265.067017
"2018-07-11","SPY",263.128204
"2018-07-12","SPY",265.513733
"2018-07-13","SPY",265.722809
"2018-07-14","SPY",265.722809
"2018-07-15","SPY",265.722809
"2018-07-16","SPY",265.485229
"2018-07-17","SPY",266.559143
"2018-07-18","SPY",267.119965
"2018-07-19","SPY",266.112488
"2018-07-20","SPY",265.808319
"2018-07-21","SPY",265.808319
"2018-07-22","SPY",265.808319
"2018-07-23","SPY",266.302521
"2018-07-24","SPY",267.64267
"2018-07-25","SPY",269.923615
"2018-07-26","SPY",269.286865
"2018-07-27","SPY",267.462036
"2018-07-28","SPY",267.462036
"2018-07-29","SPY",267.462036
"2018-07-30","SPY",266.064972
"2018-07-31","SPY",267.376465
"2018-08-01","SPY",266.92981
"2018-08-02","SPY",268.383972
"2018-08-03","SPY",269.533936
"2018-08-04","SPY",269.533936
"2018-08-05","SPY",269.533936
"2018-08-06","SPY",270.522339
"2018-08-07","SPY",271.415771
"2018-08-08","SPY",271.301666
"2018-08-09","SPY",270.931061
"2018-08-10","SPY",269.115723
"2018-08-11","SPY",269.115723
"2018-08-12","SPY",269.115723
"2018-08-13","SPY",268.108368
"2018-08-14","SPY",269.819061
"2018-08-15","SPY",267.80423
"2018-08-16","SPY",269.971069
"2018-08-17","SPY",270.921539
"2018-08-18","SPY",270.921539
"2018-08-19","SPY",270.921539
"2018-08-20","SPY",271.501343
"2018-08-21","SPY",272.138062
"2018-08-22","SPY",271.976501
"2018-08-23","SPY",271.615356
"2018-08-24","SPY",273.25
"2018-08-25","SPY",273.25
"2018-08-26","SPY",273.25
"2018-08-27","SPY",275.40741
"2018-08-28","SPY",275.540497
"2018-08-29","SPY",277.023102
"2018-08-30","SPY",275.901672
"2018-08-31","SPY",275.911133
"2018-09-01","SPY",275.911133
"2018-09-02","SPY",275.911133
"2018-09-03","SPY",275.911133
"2018-09-04","SPY",275.435944
"2018-09-05","SPY",274.694611
"2018-09-06","SPY",273.867798
"2018-09-07","SPY",273.335541
"2018-09-08","SPY",273.335541
"2018-09-09","SPY",273.335541
"2018-09-10","SPY",273.81073
"2018-09-11","SPY",274.713593
"2018-09-12","SPY",274.780182
"2018-09-13","SPY",276.405334
"2018-09-14","SPY",276.45282
"2018-09-15","SPY",276.45282
"2018-09-16","SPY",276.45282
"2018-09-17","SPY",274.989197
"2018-09-18","SPY",276.481384
"2018-09-19","SPY",276.776001
"2018-09-20","SPY",279.018982
"2018-09-21","SPY",278.764008
"2018-09-22","SPY",278.764008
"2018-09-23","SPY",278.764008
"2018-09-24","SPY",277.837982
"2018-09-25","SPY",277.580231
"2018-09-26","SPY",276.749634
"2018-09-27","SPY",277.522888
"2018-09-28","SPY",277.551575
"2018-09-29","SPY",277.551575
"2018-09-30","SPY",277.551575
"2018-10-01","SPY",278.515869
"2018-10-02","SPY",278.353485
"2018-10-03","SPY",278.506256
"2018-10-04","SPY",276.329529
"2018-10-05","SPY",274.782898
"2018-10-06","SPY",274.782898
"2018-10-07","SPY",274.782898
"2018-10-08","SPY",274.782898
"2018-10-09","SPY",274.381927
"2018-10-10","SPY",265.694153
"2018-10-11","SPY",259.841797
"2018-10-12","SPY",263.450592
"2018-10-13","SPY",263.450592
"2018-10-14","SPY",263.450592
"2018-10-15","SPY",261.970764
"2018-10-16","SPY",267.698944
"2018-10-17","SPY",267.746735
"2018-10-18","SPY",263.880157
"2018-10-19","SPY",263.73703
"2018-10-20","SPY",263.73703
"2018-10-21","SPY",263.73703
"2018-10-22","SPY",262.553131
"2018-10-23","SPY",261.216583
"2018-10-24","SPY",253.302063
"2018-10-25","SPY",257.846466
"2018-10-26","SPY",253.311615
"2018-10-27","SPY",253.311615
"2018-10-28","SPY",253.311615
"2018-10-29","SPY",251.908218
"2018-10-30","SPY",255.641052
"2018-10-31","SPY",258.371552
"2018-11-01","SPY",261.121155
"2018-11-02","SPY",259.574493
"2018-11-03","SPY",259.574493
"2018-11-04","SPY",259.574493
"2018-11-05","SPY",261.006561
"2018-11-06","SPY",262.658173
"2018-11-07","SPY",268.281403
"2018-11-08","SPY",267.794434
"2018-11-09","SPY",265.178619
"2018-11-10","SPY",265.178619
"2018-11-11","SPY",265.178619
"2018-11-12","SPY",260.223694
"2018-11-13","SPY",259.736816
"2018-11-14","SPY",257.96109
"2018-11-15","SPY",260.65332
"2018-11-16","SPY",261.331146
"2018-11-17","SPY",261.331146
"2018-11-18","SPY",261.331146
"2018-11-19","SPY",256.910828
"2018-11-20","SPY",252.156433
"2018-11-21","SPY",253.015656
"2018-11-22","SPY",253.015656
"2018-11-23","SPY",251.325836
"2018-11-24","SPY",251.325836
"2018-11-25","SPY",251.325836
"2018-11-26","SPY",255.383347
"2018-11-27","SPY",256.242554
"2018-11-28","SPY",262.142639
"2018-11-29","SPY",261.569824
"2018-11-30","SPY",263.164185
"2018-12-01","SPY",263.164185
"2018-12-02","SPY",263.164185
"2018-12-03","SPY",266.648804
"2018-12-04","SPY",258.008789
"2018-12-05","SPY",258.008789
"2018-12-06","SPY",257.617371
"2018-12-07","SPY",251.631332
"2018-12-08","SPY",251.631332
"2018-12-09","SPY",251.631332
"2018-12-10","SPY",252.108704
"2018-12-11","SPY",252.165955
"2018-12-12","SPY",253.43573
"2018-12-13","SPY",253.349808
"2018-12-14","SPY",248.671768
"2018-12-15","SPY",248.671768
"2018-12-16","SPY",248.671768
"2018-12-17","SPY",243.793243
"2018-12-18","SPY",243.525909
"2018-12-19","SPY",239.878937
"2018-12-20","SPY",235.974197
"2018-12-21","SPY",231.139191
"2018-12-22","SPY",231.139191
"2018-12-23","SPY",231.139191
"2018-12-24","SPY",225.031799
"2018-12-25","SPY",225.031799
"2018-12-26","SPY",236.40152
"2018-12-27","SPY",238.216446
"2018-12-28","SPY",237.909164
"2018-12-29","SPY",237.909164
"2018-12-30","SPY",237.909164
"2018-12-31","SPY",239.992966
"2019-01-01","SPY",239.992966
"2019-01-02","SPY",240.24263
"2019-01-03","SPY",234.509766
"2019-01-04","SPY",242.364868
"2019-01-05","SPY",242.364868
"2019-01-06","SPY",242.364868
"2019-01-07","SPY",244.275818
"2019-01-08","SPY",246.570862
"2019-01-09","SPY",247.723206
"2019-01-10","SPY",248.597061
"2019-01-11","SPY",248.693115
"2019-01-12","SPY",248.693115
"2019-01-13","SPY",248.693115
"2019-01-14","SPY",247.175873
"2019-01-15","SPY",250.008698
"2019-01-16","SPY",250.613632
"2019-01-17","SPY",252.514999
"2019-01-18","SPY",255.876007
"2019-01-19","SPY",255.876007
"2019-01-20","SPY",255.876007
"2019-01-21","SPY",255.876007
"2019-01-22","SPY",252.418961
"2019-01-23","SPY",252.947128
"2019-01-24","SPY",253.081543
"2019-01-25","SPY",255.223007
"2019-01-26","SPY",255.223007
"2019-01-27","SPY",255.223007
"2019-01-28","SPY",253.283234
"2019-01-29","SPY",252.947128
"2019-01-30","SPY",256.951538
"2019-01-31","SPY",259.20813
"2019-02-01","SPY",259.333008
"2019-02-02","SPY",259.333008
"2019-02-03","SPY",259.333008
"2019-02-04","SPY",261.157471
"2019-02-05","SPY",262.252258
"2019-02-06","SPY",261.906555
"2019-02-07","SPY",259.409851
"2019-02-08","SPY",259.726715
"2019-02-09","SPY",259.726715
"2019-02-10","SPY",259.726715
"2019-02-11","SPY",259.870758
"2019-02-12","SPY",263.212524
"2019-02-13","SPY",264.067139
"2019-02-14","SPY",263.481415
"2019-02-15","SPY",266.3526
"2019-02-16","SPY",266.3526
"2019-02-17","SPY",266.3526
"2019-02-18","SPY",266.3526
"2019-02-19","SPY",266.813568
"2019-02-20","SPY",267.351318
"2019-02-21","SPY",266.400696
"2019-02-22","SPY",268.052338
"2019-02-23","SPY",268.052338
"2019-02-24","SPY",268.052338
"2019-02-25","SPY",268.417236
"2019-02-26","SPY",268.225189
"2019-02-27","SPY",268.109924
"2019-02-28","SPY",267.610535
"2019-03-01","SPY",269.281525
"2019-03-02","SPY",269.281525
"2019-03-03","SPY",269.281525
"2019-03-04","SPY",268.302002
"2019-03-05","SPY",267.937073
"2019-03-06","SPY",266.31424
"2019-03-07","SPY",264.086334
"2019-03-08","SPY",263.558197
"2019-03-09","SPY",263.558197
"2019-03-10","SPY",263.558197
"2019-03-11","SPY",267.380127
"2019-03-12","SPY",268.388397
"2019-03-13","SPY",270.164978
"2019-03-14","SPY",269.992035
"2019-03-15","SPY",271.326019
"2019-03-16","SPY",271.326019
"2019-03-17","SPY",271.326019
"2019-03-18","SPY",272.309814
"2019-03-19","SPY",272.377319
"2019-03-20","SPY",271.557465
"2019-03-21","SPY",274.624664
"2019-03-22","SPY",269.339142
"2019-03-23","SPY",269.339142
"2019-03-24","SPY",269.339142
"2019-03-25","SPY",269.136566
"2019-03-26","SPY",271.142761
"2019-03-27","SPY",269.724884
"2019-03-28","SPY",270.747253
"2019-03-29","SPY",272.454498
"2019-03-30","SPY",272.454498
"2019-03-31","SPY",272.454498
"2019-04-01","SPY",275.685608
"2019-04-02","SPY",275.820648
"2019-04-03","SPY",276.254669
"2019-04-04","SPY",276.987671
"2019-04-05","SPY",278.328339
"2019-04-06","SPY",278.328339
"2019-04-07","SPY",278.328339
"2019-04-08","SPY",278.540558
"2019-04-09","SPY",277.113068
"2019-04-10","SPY",278.058319
"2019-04-11","SPY",277.98114
"2019-04-12","SPY",279.861938
"2019-04-13","SPY",279.861938
"2019-04-14","SPY",279.861938
"2019-04-15","SPY",279.678619
"2019-04-16","SPY",279.861938
"2019-04-17","SPY",279.177124
"2019-04-18","SPY",279.726898
"2019-04-19","SPY",279.726898
"2019-04-20","SPY",279.726898
"2019-04-21","SPY",279.726898
"2019-04-22","SPY",279.967957
"2019-04-23","SPY",282.485352
"2019-04-24","SPY",281.858429
"2019-04-25","SPY",281.684845
"2019-04-26","SPY",282.996582
"2019-04-27","SPY",282.996582
"2019-04-28","SPY",282.996582
"2019-04-29","SPY",283.440216
"2019-04-30","SPY",283.5849
"2019-05-01","SPY",281.453369
"2019-05-02","SPY",280.845673
"2019-05-03","SPY",283.594574
"2019-05-04","SPY",283.594574
"2019-05-05","SPY",283.594574
"2019-05-06","SPY",282.427521
"2019-05-07","SPY",277.711029
"2019-05-08","SPY",277.325256
"2019-05-09","SPY",276.486145
"2019-05-10","SPY",277.875061
"2019-05-11","SPY",277.875061
"2019-05-12","SPY",277.875061
"2019-05-13","SPY",270.891968
"2019-05-14","SPY",273.341827
"2019-05-15","SPY",274.942902
"2019-05-16","SPY",277.489227
"2019-05-17","SPY",275.69519
"2019-05-18","SPY",275.69519
"2019-05-19","SPY",275.69519
"2019-05-20","SPY",273.872345
"2019-05-21","SPY",276.341431
"2019-05-22","SPY",275.492676
"2019-05-23","SPY",272.126526
"2019-05-24","SPY",272.743835
"2019-05-25","SPY",272.743835
"2019-05-26","SPY",272.743835
"2019-05-27","SPY",272.743835
"2019-05-28","SPY",270.207153
"2019-05-29","SPY",268.393951
"2019-05-30","SPY",269.126923
"2019-05-31","SPY",265.500397
"2019-06-01","SPY",265.500397
"2019-06-02","SPY",265.500397
"2019-06-03","SPY",264.825195
"2019-06-04","SPY",270.573669
"2019-06-05","SPY",272.91745
"2019-06-06","SPY",274.692108
"2019-06-07","SPY",277.440979
"2019-06-08","SPY",277.440979
"2019-06-09","SPY",277.440979
"2019-06-10","SPY",278.714111
"2019-06-11","SPY",278.646637
"2019-06-12","SPY",278.154755
"2019-06-13","SPY",279.30246
"2019-06-14","SPY",278.993866
"2019-06-15","SPY",278.993866
"2019-06-16","SPY",278.993866
"2019-06-17","SPY",279.100006
"2019-06-18","SPY",282.02243
"2019-06-19","SPY",282.658997
"2019-06-20","SPY",285.359589
"2019-06-21","SPY",284.944824
"2019-06-22","SPY",284.944824
"2019-06-23","SPY",284.944824
"2019-06-24","SPY",284.595917
"2019-06-25","SPY",281.804565
"2019-06-26","SPY",281.523499
"2019-06-27","SPY",282.52179
"2019-06-28","SPY",283.975586
"2019-06-29","SPY",283.975586
"2019-06-30","SPY",283.975586
"2019-07-01","SPY",286.55368
"2019-07-02","SPY",287.299988
"2019-07-03","SPY",289.596954
"2019-07-04","SPY",289.596954
"2019-07-05","SPY",289.267426
"2019-07-06","SPY",289.267426
"2019-07-07","SPY",289.267426
"2019-07-08","SPY",287.677979
"2019-07-09","SPY",288.03653
"2019-07-10","SPY",289.412811
"2019-07-11","SPY",290.091217
"2019-07-12","SPY",291.389984
"2019-07-13","SPY",291.389984
"2019-07-14","SPY",291.389984
"2019-07-15","SPY",291.486847
"2019-07-16","SPY",290.546814
"2019-07-17","SPY",288.56958
"2019-07-18","SPY",289.626038
"2019-07-19","SPY",288.017151
"2019-07-20","SPY",288.017151
"2019-07-21","SPY",288.017151
"2019-07-22","SPY",288.72464
"2019-07-23","SPY",290.789093
"2019-07-24","SPY",292.15564
"2019-07-25","SPY",290.76001
"2019-07-26","SPY",292.708038
"2019-07-27","SPY",292.708038
"2019-07-28","SPY",292.708038
"2019-07-29","SPY",292.174988
"2019-07-30","SPY",291.457825
"2019-07-31","SPY",288.269165
"2019-08-01","SPY",285.758942
"2019-08-02","SPY",283.60733
"2019-08-03","SPY",283.60733
"2019-08-04","SPY",283.60733
"2019-08-05","SPY",275.078369
"2019-08-06","SPY",278.93576
"2019-08-07","SPY",279.100555
"2019-08-08","SPY",284.576477
"2019-08-09","SPY",282.638062
"2019-08-10","SPY",282.638062
"2019-08-11","SPY",282.638062
"2019-08-12","SPY",279.197479
"2019-08-13","SPY",283.539398
"2019-08-14","SPY",275.155853
"2019-08-15","SPY",275.882782
"2019-08-16","SPY",279.9534
"2019-08-17","SPY",279.9534
"2019-08-18","SPY",279.9534
"2019-08-19","SPY",283.326233
"2019-08-20","SPY",281.155212
"2019-08-21","SPY",283.442535
"2019-08-22","SPY",283.355286
"2019-08-23","SPY",276.076599
"2019-08-24","SPY",276.076599
"2019-08-25","SPY",276.076599
"2019-08-26","SPY",279.129608
"2019-08-27","SPY",278.034424
"2019-08-28","SPY",279.992218
"2019-08-29","SPY",283.568512
"2019-08-30","SPY",283.442535
"2019-08-31","SPY",283.442535
"2019-09-01","SPY",283.442535
"2019-09-02","SPY",283.442535
"2019-09-03","SPY",281.785187
"2019-09-04","SPY",284.983582
"2019-09-05","SPY",288.647125
"2019-09-06","SPY",288.870087
"2019-09-07","SPY",288.870087
"2019-09-08","SPY",288.870087
"2019-09-09","SPY",289.015411
"2019-09-10","SPY",288.947571
"2019-09-11","SPY",291.002289
"2019-09-12","SPY",292.010284
"2019-09-13","SPY",291.816437
"2019-09-14","SPY",291.816437
"2019-09-15","SPY",291.816437
"2019-09-16","SPY",290.91507
"2019-09-17","SPY",291.651672
"2019-09-18","SPY",291.826111
"2019-09-19","SPY",291.806702
"2019-09-20","SPY",290.428009
"2019-09-21","SPY",290.428009
"2019-09-22","SPY",290.428009
"2019-09-23","SPY",290.359833
"2019-09-24","SPY",288.081482
"2019-09-25","SPY",289.78537
"2019-09-26","SPY",289.181702
"2019-09-27","SPY",287.62381
"2019-09-28","SPY",287.62381
"2019-09-29","SPY",287.62381
"2019-09-30","SPY",288.957764
"2019-10-01","SPY",285.52063
"2019-10-02","SPY",280.477051
"2019-10-03","SPY",282.774933
"2019-10-04","SPY",286.601471
"2019-10-05","SPY",286.601471
"2019-10-06","SPY",286.601471
"2019-10-07","SPY",285.364838
"2019-10-08","SPY",280.934662
"2019-10-09","SPY",283.602539
"2019-10-10","SPY",285.52063
"2019-10-11","SPY",288.480621
"2019-10-12","SPY",288.480621
"2019-10-13","SPY",288.480621
"2019-10-14","SPY",288.159332
"2019-10-15","SPY",291.012207
"2019-10-16","SPY",290.544861
"2019-10-17","SPY",291.401672
"2019-10-18","SPY",290.12616
"2019-10-19","SPY",290.12616
"2019-10-20","SPY",290.12616
"2019-10-21","SPY",292.092957
"2019-10-22","SPY",291.138733
"2019-10-23","SPY",291.985901
"2019-10-24","SPY",292.463013
"2019-10-25","SPY",293.660614
"2019-10-26","SPY",293.660614
"2019-10-27","SPY",293.660614
"2019-10-28","SPY",295.315826
"2019-10-29","SPY",295.22818
"2019-10-30","SPY",296.133759
"2019-10-31","SPY",295.345062
"2019-11-01","SPY",298.081146
"2019-11-02","SPY",298.081146
"2019-11-03","SPY",298.081146
"2019-11-04","SPY",299.278717
"2019-11-05","SPY",298.947662
"2019-11-06","SPY",299.015808
"2019-11-07","SPY",300.067413
"2019-11-08","SPY",300.807434
"2019-11-09","SPY",300.807434
"2019-11-10","SPY",300.807434
"2019-11-11","SPY",300.232941
"2019-11-12","SPY",300.865753
"2019-11-13","SPY",300.963165
"2019-11-14","SPY",301.401306
"2019-11-15","SPY",303.582367
"2019-11-16","SPY",303.582367
"2019-11-17","SPY",303.582367
"2019-11-18","SPY",303.806274
"2019-11-19","SPY",303.718689
"2019-11-20","SPY",302.589233
"2019-11-21","SPY",302.102356
"2019-11-22","SPY",302.774231
"2019-11-23","SPY",302.774231
"2019-11-24","SPY",302.774231
"2019-11-25","SPY",305.120789
"2019-11-26","SPY",305.812073
"2019-11-27","SPY",307.175262
"2019-11-28","SPY",307.175262
"2019-11-29","SPY",306.036011
"2019-11-30","SPY",306.036011
"2019-12-01","SPY",306.036011
"2019-12-02","SPY",303.43631
"2019-12-03","SPY",301.401306
"2019-12-04","SPY",303.261017
"2019-12-05","SPY",303.806274
"2019-12-06","SPY",306.581268
"2019-12-07","SPY",306.581268
"2019-12-08","SPY",306.581268
"2019-12-09","SPY",305.61734
"2019-12-10","SPY",305.27655
"2019-12-11","SPY",306.143127
"2019-12-12","SPY",308.781799
"2019-12-13","SPY",308.966797
"2019-12-14","SPY",308.966797
"2019-12-15","SPY",308.966797
"2019-12-16","SPY",311.089386
"2019-12-17","SPY",311.157562
"2019-12-18","SPY",311.177032
"2019-12-19","SPY",312.452545
"2019-12-20","SPY",313.822418
"2019-12-21","SPY",313.822418
"2019-12-22","SPY",313.822418
"2019-12-23","SPY",314.301849
"2019-12-24","SPY",314.311646
"2019-12-25","SPY",314.311646
"2019-12-26","SPY",315.984802
"2019-12-27","SPY",315.906494
"2019-12-28","SPY",315.906494
"2019-12-29","SPY",315.906494
"2019-12-30","SPY",314.164856
"2019-12-31","SPY",314.92804
"2020-01-01","SPY",314.92804
"2020-01-02","SPY",317.873199
"2020-01-03","SPY",315.466217
"2020-01-04","SPY",315.466217
"2020-01-05","SPY",315.466217
"2020-01-06","SPY",316.669739
"2020-01-07","SPY",315.779327
"2020-01-08","SPY",317.462311
"2020-01-09","SPY",319.614868
"2020-01-10","SPY",318.695129
"2020-01-11","SPY",318.695129
"2020-01-12","SPY",318.695129
"2020-01-13","SPY",320.886871
"2020-01-14","SPY",320.397675
"2020-01-15","SPY",321.121704
"2020-01-16","SPY",323.792938
"2020-01-17","SPY",324.800781
"2020-01-18","SPY",324.800781
"2020-01-19","SPY",324.800781
"2020-01-20","SPY",324.800781
"2020-01-21","SPY",324.164764
"2020-01-22","SPY",324.203857
"2020-01-23","SPY",324.575714
"2020-01-24","SPY",321.689209
"2020-01-25","SPY",321.689209
"2020-01-26","SPY",321.689209
"2020-01-27","SPY",316.532745
"2020-01-28","SPY",319.849731
"2020-01-29","SPY",319.58551
"2020-01-30","SPY",320.622711
"2020-01-31","SPY",314.800873
"2020-02-01","SPY",314.800873
"2020-02-02","SPY",314.800873
"2020-02-03","SPY",317.139404
"2020-02-04","SPY",321.972961
"2020-02-05","SPY",325.691132
"2020-02-06","SPY",326.787018
"2020-02-07","SPY",325.045349
"2020-02-08","SPY",325.045349
"2020-02-09","SPY",325.045349
"2020-02-10","SPY",327.471954
"2020-02-11","SPY",328.039459
"2020-02-12","SPY",330.152954
"2020-02-13","SPY",329.80069
"2020-02-14","SPY",330.329071
"2020-02-15","SPY",330.329071
"2020-02-16","SPY",330.329071
"2020-02-17","SPY",330.329071
"2020-02-18","SPY",329.477783
"2020-02-19","SPY",331.05307
"2020-02-20","SPY",329.693085
"2020-02-21","SPY",326.297821
"2020-02-22","SPY",326.297821
"2020-02-23","SPY",326.297821
"2020-02-24","SPY",315.475983
"2020-02-25","SPY",305.916382
"2020-02-26","SPY",304.791199
"2020-02-27","SPY",291.102509
"2020-02-28","SPY",289.879395
"2020-02-29","SPY",289.879395
"2020-03-01","SPY",289.879395
"2020-03-02","SPY",302.433044
"2020-03-03","SPY",293.773682
"2020-03-04","SPY",306.121857
"2020-03-05","SPY",295.945862
"2020-03-06","SPY",291.053558
"2020-03-07","SPY",291.053558
"2020-03-08","SPY",291.053558
"2020-03-09","SPY",268.323883
"2020-03-10","SPY",282.208282
"2020-03-11","SPY",268.45108
"2020-03-12","SPY",242.766418
"2020-03-13","SPY",263.519592
"2020-03-14","SPY",263.519592
"2020-03-15","SPY",263.519592
"2020-03-16","SPY",234.684326
"2020-03-17","SPY",247.355408
"2020-03-18","SPY",234.83107
"2020-03-19","SPY",235.330078
"2020-03-20","SPY",225.188736
"2020-03-21","SPY",225.188736
"2020-03-22","SPY",225.188736
"2020-03-23","SPY",219.431061
"2020-03-24","SPY",239.312241
"2020-03-25","SPY",242.894791
"2020-03-26","SPY",257.077362
"2020-03-27","SPY",249.420135
"2020-03-28","SPY",249.420135
"2020-03-29","SPY",249.420135
"2020-03-30","SPY",257.520233
"2020-03-31","SPY",253.681808
"2020-04-01","SPY",242.264893
"2020-04-02","SPY",247.855255
"2020-04-03","SPY",244.272705
"2020-04-04","SPY",244.272705
"2020-04-05","SPY",244.272705
"2020-04-06","SPY",260.679565
"2020-04-07","SPY",260.945343
"2020-04-08","SPY",269.704834
"2020-04-09","SPY",273.809021
"2020-04-10","SPY",273.809021
"2020-04-11","SPY",273.809021
"2020-04-12","SPY",273.809021
"2020-04-13","SPY",271.309113
"2020-04-14","SPY",279.310822
"2020-04-15","SPY",273.375977
"2020-04-16","SPY",274.694824
"2020-04-17","SPY",282.115784
"2020-04-18","SPY",282.115784
"2020-04-19","SPY",282.115784
"2020-04-20","SPY",277.145508
"2020-04-21","SPY",268.730469
"2020-04-22","SPY",274.694824
"2020-04-23","SPY",274.67511
"2020-04-24","SPY",278.503754
"2020-04-25","SPY",278.503754
"2020-04-26","SPY",278.503754
"2020-04-27","SPY",282.519348
"2020-04-28","SPY",281.220184
"2020-04-29","SPY",288.582092
"2020-04-30","SPY",285.895233
"2020-05-01","SPY",278.326569
"2020-05-02","SPY",278.326569
"2020-05-03","SPY",278.326569
"2020-05-04","SPY",279.094299
"2020-05-05","SPY",281.672913
"2020-05-06","SPY",279.76355
"2020-05-07","SPY",283.139404
"2020-05-08","SPY",287.82428
"2020-05-09","SPY",287.82428
"2020-05-10","SPY",287.82428
"2020-05-11","SPY",287.883301
"2020-05-12","SPY",282.145355
"2020-05-13","SPY",277.155365
"2020-05-14","SPY",280.472198
"2020-05-15","SPY",281.761536
"2020-05-16","SPY",281.761536
"2020-05-17","SPY",281.761536
"2020-05-18","SPY",290.343842
"2020-05-19","SPY",287.361664
"2020-05-20","SPY",292.243408
"2020-05-21","SPY",290.225769
"2020-05-22","SPY",290.776947
"2020-05-23","SPY",290.776947
"2020-05-24","SPY",290.776947
"2020-05-25","SPY",290.776947
"2020-05-26","SPY",294.359436
"2020-05-27","SPY",298.739227
"2020-05-28","SPY",298.18808
"2020-05-29","SPY",299.516785
"2020-05-30","SPY",299.516785
"2020-05-31","SPY",299.516785
"2020-06-01","SPY",300.727325
"2020-06-02","SPY",303.217377
"2020-06-03","SPY",307.252716
"2020-06-04","SPY",306.445618
"2020-06-05","SPY",314.299652
"2020-06-06","SPY",314.299652
"2020-06-07","SPY",314.299652
"2020-06-08","SPY",318.098785
"2020-06-09","SPY",315.726807
"2020-06-10","SPY",313.965057
"2020-06-11","SPY",295.865326
"2020-06-12","SPY",299.408508
"2020-06-13","SPY",299.408508
"2020-06-14","SPY",299.408508
"2020-06-15","SPY",302.203674
"2020-06-16","SPY",308.020386
"2020-06-17","SPY",306.740906
"2020-06-18","SPY",306.859009
"2020-06-19","SPY",305.105347
"2020-06-20","SPY",305.105347
"2020-06-21","SPY",305.105347
"2020-06-22","SPY",307.062653
"2020-06-23","SPY",308.476257
"2020-06-24","SPY",300.607452
"2020-06-25","SPY",303.830109
"2020-06-26","SPY",296.613739
"2020-06-27","SPY",296.613739
"2020-06-28","SPY",296.613739
"2020-06-29","SPY",300.973206
"2020-06-30","SPY",304.828522
"2020-07-01","SPY",306.963806
"2020-07-02","SPY",308.654205
"2020-07-03","SPY",308.654205
"2020-07-04","SPY",308.654205
"2020-07-05","SPY",308.654205
"2020-07-06","SPY",313.419037
"2020-07-07","SPY",310.186493
"2020-07-08","SPY",312.55896
"2020-07-09","SPY",310.779572
"2020-07-10","SPY",313.95285
"2020-07-11","SPY",313.95285
"2020-07-12","SPY",313.95285
"2020-07-13","SPY",311.234314
"2020-07-14","SPY",315.267639
"2020-07-15","SPY",318.164063
"2020-07-16","SPY",317.116211
"2020-07-17","SPY",318.035522
"2020-07-18","SPY",318.035522
"2020-07-19","SPY",318.035522
"2020-07-20","SPY",320.605774
"2020-07-21","SPY",321.287872
"2020-07-22","SPY",323.116669
"2020-07-23","SPY",319.261322
"2020-07-24","SPY",317.20517
"2020-07-25","SPY",317.20517
"2020-07-26","SPY",317.20517
"2020-07-27","SPY",319.518341
"2020-07-28","SPY",317.491852
"2020-07-29","SPY",321.396606
"2020-07-30","SPY",320.249878
"2020-07-31","SPY",322.780548
"2020-08-01","SPY",322.780548
"2020-08-02","SPY",322.780548
"2020-08-03","SPY",325.024567
"2020-08-04","SPY",326.280029
"2020-08-05","SPY",328.306519
"2020-08-06","SPY",330.501129
"2020-08-07","SPY",330.738403
"2020-08-08","SPY",330.738403
"2020-08-09","SPY",330.738403
"2020-08-10","SPY",331.726929
"2020-08-11","SPY",328.988647
"2020-08-12","SPY",333.575531
"2020-08-13","SPY",332.972443
"2020-08-14","SPY",332.982361
"2020-08-15","SPY",332.982361
"2020-08-16","SPY",332.982361
"2020-08-17","SPY",334.040131
"2020-08-18","SPY",334.76178
"2020-08-19","SPY",333.36792
"2020-08-20","SPY",334.405914
"2020-08-21","SPY",335.592133
"2020-08-22","SPY",335.592133
"2020-08-23","SPY",335.592133
"2020-08-24","SPY",338.992767
"2020-08-25","SPY",340.179016
"2020-08-26","SPY",343.589508
"2020-08-27","SPY",344.340759
"2020-08-28","SPY",346.565033
"2020-08-29","SPY",346.565033
"2020-08-30","SPY",346.565033
"2020-08-31","SPY",345.30957
"2020-09-01","SPY",348.56189
